url,team_name
https://www.vlr.gg/team/7360/motos-muito-r-pidas,motos muito rápidas
https://www.vlr.gg/team/7376/os-guri-da-geral-do-gremio,os guri da geral do gremio
https://www.vlr.gg/team/6008/oddik-bright,oddik bright
https://www.vlr.gg/team/624/paper-rex,paper rex
https://www.vlr.gg/team/8304/talon-esports,talon esports
https://www.vlr.gg/team/466/boom-esports,boom esports
https://www.vlr.gg/team/6387/bleed,bleed
https://www.vlr.gg/team/4210/made-in-thailand,made in thailand
https://www.vlr.gg/team/6199/team-secret,team secret
https://www.vlr.gg/team/799/velocity-gaming,velocity gaming
https://www.vlr.gg/team/4330/fancy-united-esports,fancy united esports
https://www.vlr.gg/team/918/global-esports,global esports
https://www.vlr.gg/team/2814/bigetron-arctic,bigetron arctic
https://www.vlr.gg/team/1110/alter-ego,alter ego
https://www.vlr.gg/team/3108/oblivion-force,oblivion force
https://www.vlr.gg/team/3136/oasis-gaming,oasis gaming
https://www.vlr.gg/team/5413/uwu,uwu
https://www.vlr.gg/team/8305/team-snakes,team snakes
https://www.vlr.gg/team/2917/enigma-gaming,enigma gaming
https://www.vlr.gg/team/623/sharper-esport,sharper esport
https://www.vlr.gg/team/5371/dewa-united-esports,dewa united esports
https://www.vlr.gg/team/8369/revenant-esports,revenant esports
https://www.vlr.gg/team/7031/naos,naos
https://www.vlr.gg/team/10400/tim-t-i-tr,tim tài trơ
https://www.vlr.gg/team/8904/orangutan,orangutan
https://www.vlr.gg/team/4050/full-sense,full sense
https://www.vlr.gg/team/11275/lazybutwannawin,lazybutwannawin
https://www.vlr.gg/team/2112/x10-esports,x10 esports
https://www.vlr.gg/team/4993/fw-esports,fw esports
https://www.vlr.gg/team/7039/stream-raiders-nacague,stream raiders nacague
https://www.vlr.gg/team/5931/team-big-baam,team big baam
https://www.vlr.gg/team/10147/gods-reign,gods reign
https://www.vlr.gg/team/8925/arf-team,arf team
